Company,ISIN,NSE,BSE,Category
G.V. Films  Ltd.,INE395B01048,,GVFILM,Small Cap
LE LAVOIR LIMITED,INE204S01012,,LELAVOIR,Small Cap
UHM Vacation Limited,INE0YZ901011,,UHMVL,Small Cap
UNISEM AGRITECH LIMITED,INE1FHV01026,,UNISEM,Small Cap
SHANTIDOOT INFRA SERVICES LIMITED,INE0LU301014,,SISL,Small Cap
GENPHARMASEC LIMITED,INE861N01036,,GENPHARMA,Small Cap
SUPERTECH EV LIMITED,INE0SC101013,,SEVL,Small Cap
BONLON INDUSTRIES LIMITED,INE0B9A01018,BONLON,BONLON,Small Cap
Kabra Drugs Ltd,INE323K01017,,KABRADG,Small Cap
GARMENT MANTRA LIFESTYLE LIMITED,INE653S01028,,GARMNTMNTR,Small Cap
EVERLON FINANCIALS LIMITED,INE339D01034,,EVERFIN,Small Cap
PVV Infra Limited,INE428B01021,,PVVINFRA,Small Cap
HB Portfolio Ltd.,INE638B01025,,HBPOR,Small Cap
TRESCON LIMITED,INE088D01011,,TRESCON,Small Cap
Orient Press ltd.,INE609C01024,ORIENTLTD,ORIENTLTD,Small Cap
Damodar Industries Limited,INE497D01022,DAMODARIND,DAMODARIND,Small Cap
REPONO LIMITED,INE15WN01014,,REPONO,Small Cap
Vineet Laboratories Limited,INE505Y01010,VINEETLAB,VINEETLAB,Small Cap
Dutron  Polymers Ltd.,INE940C01015,,DUTRON,Small Cap
Dhanalaxmi Roto Spinners Ltd.,INE220C01012,,DHANROTO,Small Cap
Teesta Agro Industries Ltd,INE757D01011,,TEEAI,Small Cap
Cranes Software International Ltd.,INE234B01023,,CRANESSOFT,Small Cap
AJR INFRA AND TOLLING LIMITED,INE181G01025,,AJRINFRA,Small Cap
GACM Technologies Limited,INE224E01028,GATECH,GATECH,Small Cap
GANESHA ECOVERSE LIMITED,INE369Q01017,,GANVERSE,Small Cap
SPA Capital Services Limited,INE726X01014,,SPACAPS,Small Cap
AUREATE TRADDE LIMITED,INE1KVL01010,,AUREATE,Small Cap
Vishal Bearings Limited,INE060T01024,,VISHALBL,Small Cap
Punjab Communications Limited,INE609A01010,,PUNJCOMMU,Small Cap
Aviva Industries Limited,INE461H01011,,AVIVA,Small Cap
Gayatri Sugars Ltd.,INE622E01023,,GAYATRI,Small Cap
Real Touch Finance Limited,INE840I01014,,RTFL,Small Cap
Nexxus Petro Industries Limited,INE0QUL01011,,NEXXUS,Small Cap
Hariyana Ship Breakers Ltd.,INE400G01011,,HRYNSHP,Small Cap
Sylph Industries Limited,INE706F01021,,SYLPH,Small Cap
Gowra Leasing & Finance Ltd.,INE225G01012,,GOWRALE,Small Cap
Mysore Petro Chemicals Ltd.,INE741A01011,,MYSORPETRO,Small Cap
Raghuvansh Agrofarms Limited,INE865P01016,,RAFL,Small Cap
Joindre Capital Services Ltd.,INE024B01010,,JOINDRE,Small Cap
YUVRAAJ HYGIENE PRODUCTS LTD,INE139D01020,,YUVRAAJHPL,Small Cap
Royale Manor Hotels & Industries Lt,INE008C01011,,RAYALEMA,Small Cap
Era Buildsys Limited,INE040E01028,,ERABUILD,Small Cap
CONSTRONICS INFRA LIMITED,INE537B01011,,CONSTRONIC,Small Cap
Winsome Breweries Ltd.,INE391C01011,,WINSOMBR,Small Cap
REGIS INDUSTRIES LIMITED,INE745R01024,,REGIS,Small Cap
Universal Starch-Chem Allied Ltd.,INE113E01015,,UNIVSTAR,Small Cap
Dhruv Consultancy Services Limited,INE506Z01015,DHRUV,DHRUV,Small Cap
Atlas Cycles (Haryana) Ltd.,INE446A01025,ATLASCYCLE,ATLASCYCLE,Small Cap
VSF Projects Limited,INE923K01014,,VSFPROJ,Small Cap
Yamini Investments Company Limited,INE457N01025,,YAMNINV,Small Cap
Autofurnish Limited,INE18HI01019,,AFLTD,Small Cap
ISL Consulting Ltd,INE569B01022,,ISLCONSUL,Small Cap
Nandani Creation Ltd.,INE696V01013,JAIPURKURT,,Small Cap
Cambridge Technology Enterprises Ltd.,INE627H01017,CTE,CTE,Small Cap
NEPTUNE LOGITEK LIMITED,INE1NQ501012,,NEPLOG,Small Cap
STAR HOUSING FINANCE LIMITED,INE526R01028,,STARHFL,Small Cap
Suvidhaa Infoserve Limited,INE018401013,SUVIDHAA,SUVIDHAA,Small Cap
Banas Finance Limited,INE521L01030,,BANASFN,Small Cap
LANDMARK GLOBAL LEARNING LIMITED,INE12QA01010,,LGLL,Small Cap
Aeonx Digital Technology Limited,INE994D01010,,AEONXDIGI,Small Cap
Ceeta Industries Ltd.,INE760J01012,,CEETAIN,Small Cap
Elixir Capital Limited,INE785D01012,,ELIXIR,Small Cap
Ceejay Finance Limited,INE358C01010,,CEEJAY,Small Cap
Kothari Fermanatation & Biochem Ltd,INE991B01010,,KFBL,Small Cap
Onelife Capital Advisors Ltd,INE912L01015,ONELIFECAP,ONELIFECAP,Small Cap
AJC Jewel Manufacturers Limited,INE0XRR01010,,AJCJEWEL,Small Cap
TELOGICA LIMITED,INE778I01024,,TELOGICA,Small Cap
Teamo Productions HQ Limited,INE065J01024,TPHQ,TPHQ,Small Cap
KASTURI METAL COMPOSITE LIMITED,INE0T1301023,,KASTURI,Small Cap
Shipwaves Online Limited,INE0O9L01010,,SHIPWAVES,Small Cap
SATCHMO HOLDINGS LIMITED,INE639K01016,,SATCH,Small Cap
Priti International Ltd.,INE974Z01015,PRITI,,Small Cap
POPULAR FOUNDATIONS LIMITED,INE0PZB01013,,PFL,Small Cap
DIKSHA POLYMERS LIMITED,INE1OSI01014,,DIKSHA,Small Cap
3P LAND HOLDINGS LTD.,INE105C01023,3PLAND,3PLAND,Small Cap
Vivimed Labs Ltd.,INE526G01021,VIVIMEDLAB,VIVIMEDLAB,Small Cap
Mardia Samyoung Capillary Tubes Co.,INE277E01026,,MSCTC,Small Cap
GURU KRUPA GEMS AND JEWELLERY LIMITED,INE986W01016,,GKL,Small Cap
BLS Infotech Limited,INE606B01022,,BLSINFOTE,Small Cap
Rudra Gas Enterprise Limited,INE0OYK01010,,RUDRAGAS,Small Cap
VMS INDUSTRIES LIMITED,INE932K01015,,VMS,Small Cap
DHANSAFAL FINSERVE LIMITED,INE195E01020,,DHANSAFAL,Small Cap
Yash Chemex Limited,INE571U01010,,YASHCHEM,Small Cap
SPRIGHT AGRO LIMITED,INE179O01031,,SPRIGHT,Small Cap
Vivo Bio tech Ltd.,INE380K01017,,VIVOBIOT,Small Cap
Odyssey Corporation Ltd.,INE839E01023,,ODYCORP,Small Cap
TIRUPATI INNOVAR LIMITED,INE812Q01016,,TIRUPATIIN,Small Cap
Steelco Gujarat Ltd,INE629B01032,,STEELCO,Small Cap
KSR Footwear Limited,INE1SPP01016,KSR,KSR,Small Cap
Defrail Technologies Limited,INE0ZE201010,,DEFRAIL,Small Cap
Kesar Enterprises Ltd.,INE133B01027,,KESARENT,Small Cap
NHC FOODS LIMITED,INE141C01036,,NHCFOODS,Small Cap
Mishka Exim Limited,INE540S01019,,MISHKA,Small Cap
Shreeji Translogistics Limited,INE402Y01028,,STL,Small Cap
Shree Hari Chemicals Export Ltd.,INE065E01017,,SHHARICH,Small Cap
Jigar Cables Limited,INE943X01015,,JIGAR,Small Cap
Bombay Rayon Fashions Ltd.,INE589G01011,,BRFL,Small Cap
Elegant Marbles & Grani Industries,INE095B01010,,ELEMARB,Small Cap
Luxury Time Limited,INE1CJB01013,,LUXURY,Small Cap
LCC Infotech Ltd.,INE938A01021,LCCINFOTEC,LCCINFOTEC,Small Cap
Ahlada Engineers Ltd.,INE00PV01013,AHLADA,,Small Cap
Victoria Mills Ltd.,INE203D01016,,VICTMILL,Small Cap
Starlog Enterprises Limited,INE580C01019,,STARLOG,Small Cap
ICDS Ltd.,INE613B01010,ICDSLTD,ICDSLTD,Small Cap
Indrayani Biotech Ltd.,INE007C01021,,INDRANIB,Small Cap
Ladderup Finance Ltd.,INE519D01015,,LADDERUP,Small Cap
Burnpur Cement Limited,INE817H01014,,BURNPUR,Small Cap
HILIKS TECHNOLOGIES LIMITED,INE966Q01010,,HILIKS,Small Cap
Hira Automobiles Ltd.,INE258Z01013,,HIRAUTO,Small Cap
Diligent Industries Limited,INE650C01036,,DILIGENT,Small Cap
Betex India Ltd.,INE765L01017,,BETXIND,Small Cap
HYBRID FINANCIAL SERVICES LIMITED,INE965B01022,HYBRIDFIN,HYBRIDFIN,Small Cap
Grovy India Limited,INE343C01012,,GROVY,Small Cap
JAMSHRI REALTY LIMITED,INE462D01034,,JAMSHRI,Small Cap
Associated Ceramics Ltd.,INE771E01010,,ASSOCER,Small Cap
Storage Technologies and Automation Limited,INE0RGM01016,,STAL,Small Cap
Ansal Properties & Infrastructure Ltd.,INE436A01026,ANSALAPI,ANSALAPI,Small Cap
Smiths & Founders (India) Limited,INE728B01032,,SMFIL,Small Cap
Mega Corporation Ltd,INE804B01023,,MEGACOR,Small Cap
Morgan Ventures Ltd.,INE902C01015,,MORGAN,Small Cap
Kamadgiri Fashion Limited,INE535C01013,,KAMADGIRI,Small Cap
Shree Rajasthan Syntex Ltd.,INE796C01011,,SHRAJSYNQ,Small Cap
McNally Bharat Engineering Company Limited,INE748A01016,,MBECL,Small Cap
SHARIKA ENTERPRISES LIMITED,INE669Y01022,,SHARIKA,Small Cap
Arman Holdings Limited,INE510P01018,,ARMAN,Small Cap
SHLOKKA DYES LIMITED,INE1EUB01016,,SHLOKKA,Small Cap
Balkrishna Paper Mills Ltd,INE875R01011,BALKRISHNA,BALKRISHNA,Small Cap
GAYATRI HIGHWAYS LTD,INE287Z01012,GAYAHWS,GAYAHWS,Small Cap
Malu Paper Mills Limited,INE383H01017,MALUPAPER,MALUPAPER,Small Cap
NAKODA GROUP OF INDUSTRIES LIMITED,INE236Y01012,NGIL,NGIL,Small Cap
Gravity (India) Ltd.,INE995A01013,,GRAVITY,Small Cap
Aris International Limited,INE588E01026,,ARISINT,Small Cap
Aastamangalam Finance Limited,INE819K01014,,AASTAFIN,Small Cap
IFL ENTERPRISES LIMITED,INE714U01024,,IFL,Small Cap
AKI India Limited,INE642Z01026,AKI,AKI,Small Cap
Future Market Networks Limited,INE360L01017,FMNL,FMNL,Small Cap
Phoenix International Ltd.,INE245B01011,,PHOENXINTL,Small Cap
Saboo Sodium Chloro Ltd.,INE440C01016,,SABOOSOD,Small Cap
Ema India Ltd.,INE279D01016,,EMAINDIA,Small Cap
Unique Organics Ltd.,INE333E01019,,UNIQUEO,Small Cap
Rodium Realty Limited,INE513E01024,,RODIUM,Small Cap
Perfectpac Limited,INE759I01024,,PERFEPA,Small Cap
Vahh Chemicals Limited,INE0H3U01013,,VAHH,Small Cap
Krypton Industries Ltd,INE951B01014,,KRYPTONQ,Small Cap
Cerebra Integrated Technologies Ltd.,INE345B01019,CEREBRAINT,CEREBRAINT,Small Cap
Biofil Chemicals & Pharmaceuticals,INE829A01014,BIOFILCHEM,BIOFILCHEM,Small Cap
ANSAL HOUSING LIMITED,INE880B01015,,ANSALHSG,Small Cap
Auri Grow India Ltd.,INE925Y01036,AURIGROW,,Small Cap
SHELTER PHARMA LIMITED,INE013V01011,,SHELTER,Small Cap
CASPIAN CORPORATE SERVICES LIMITED,INE176N01039,,CASPIAN,Small Cap
FACOR Alloys Limited,INE828G01013,,FACORALL,Small Cap
SHANMUGA HOSPITAL LIMITED,INE0TD301017,,SHANMUGA,Small Cap
TOSS THE COIN LIMITED,INE0XAY01012,,TTC,Small Cap
MODERN ENGINEERING AND PROJECTS LIMITED,INE250S01015,,MEAPL,Small Cap
THREE M PAPER BOARDS LIMITED,INE0UK501010,,THREEMPAPE,Small Cap
Prudential Sugar Corporation Ltd,INE024D01016,PRUDMOULI,PRUDMOULI,Small Cap
Opto Circuits (India) Ltd.,INE808B01016,,OPTOCIRCUI,Small Cap
Gammon India Ltd.,INE259B01020,,GAMMONIND,Small Cap
Mefcom Capital Markets Ltd.,INE186C01023,,MEFCOMCAP,Small Cap
Bridge Securities Ltd.,INE958C01025,,BRIDGESE,Small Cap
SODHANI CAPITAL LIMITED,INE0QU501030,,SODHACAP,Small Cap
VINNY OVERSEAS LIMITED,INE01KI01027,VINNY,VINNY,Small Cap
NITIN FIRE PROTECTION INDUSTRIES LIMITED,INE489H01020,,NITINFIRE,Small Cap
Khaitan (India) Ltd.,INE731C01018,KHAITANLTD,KHAITANLTD,Small Cap
Misquita Engineering Limited,INE957W01025,,MISQUITA,Small Cap
Vruddhi Engineering Works Limited,INE0OMZ01013,,VRUDDHI,Small Cap
SHAYONA ENGINEERING LIMITED,INE0UCL01011,,SHAYONAENG,Small Cap
Bang Overseas Ltd,INE863I01016,BANG,BANG,Small Cap
Conart Engineers Ltd.,INE714D01020,,CONART,Small Cap
Jupiter Infomedia Limited,INE524N01014,,JUPITERIN,Small Cap
Tulsyan NEC Ltd,INE463D01016,,TULSYAN,Small Cap
Sanginita Chemicals Ltd.,INE753W01010,SANGINITA,,Small Cap
Gujarat Poly Electronics Limited,INE541F01022,,GUJARATPOLY,Small Cap
Share Samadhan Limited,INE0LY301010,,SSL,Small Cap
Bheema Cements Limited,INE333H01020,,BHEEMACEM,Small Cap
Flex Foods Ltd.,INE954B01018,,FLEXFO,Small Cap
Roni Households Limited,INE02AP01013,,RONI,Small Cap
Ritesh International Ltd,INE534D01014,,RITESHIN,Small Cap
3B FILMS LIMITED,INE0TE101010,,3BFILMS,Small Cap
Insilco Ltd,INE901A01011,,INSILCO,Small Cap
Dhatre Udyog Limited,INE715T01031,,DHATRE,Small Cap
GROWINGTON VENTURES INDIA LIMITED,INE451S01027,,GROWINGTON,Small Cap
ZR2 BIOENERGY LIMITED,INE218N01021,,ZR2,Small Cap
Sagarsoft (India) Limited,INE184B01012,,SAGARSOFT,Small Cap
ADITYA CONSUMER MARKETING LIMITED,INE427V01013,,ACML,Small Cap
Rajnandini Fashion India Limited,INE1GM501015,,RFIL,Small Cap
DIVYASHAKTI LIMITED,INE410G01010,,DIVSHKT,Small Cap
Amkay Products Limited,INE0QSB01016,,AMKAY,Small Cap
NCL Research And Financial Services,INE132F01038,,NCLRESE,Small Cap
Adroit Infotech Limited,INE737B01033,ADROITINFO,ADROITINFO,Small Cap
LGT Business Connextions Limited,INE191201016,,LGT,Small Cap
Anjani Foods Limited,INE096I01021,,ANJANIFOODS,Small Cap
Pulsar International Limited,INE183U01022,,PULSRIN,Small Cap
Mohite Industries Limited,INE154B01023,,MOHITE,Small Cap
Palco Metals Limited,INE239L01013,,PALCO,Small Cap
Punctual Trading Ltd.,INE07NX01019,,PUNCTRD,Small Cap
The Phosphate Company Limited,INE398C01016,,PHOSPHATE,Small Cap
EVANS ELECTRIC LIMITED,INE06TD01010,,EVANS,Small Cap
Dhanlaxmi Cotex Ltd.,INE977F01010,,DHANCOT,Small Cap
Archies Ltd.,INE731A01020,ARCHIES,ARCHIES,Small Cap
Gujarat Craft Industries Ltd.,INE372D01019,,GUJCRAFT,Small Cap
BANDARAM PHARMA PACKTECH LIMITED,INE875N01036,,BANDARAM,Small Cap
Callista Industries Limited,INE714Q01014,,CALLISTA,Small Cap
Aimco Pesticides Ltd.,INE008B01013,,AIMCOPEST,Small Cap
Karma Energy Limited,INE725L01011,KARMAENG,KARMAENG,Small Cap
Mangalam Drugs and Organics Ltd.,INE584F01014,MANGALAM,MANGALAM,Small Cap
RAPID MULTIMODAL LOGISTICS LIMITED,INE0QA901010,,RAPID,Small Cap
Shiva Mills Limited,INE644Y01017,SHIVAMILLS,SHIVAMILLS,Small Cap
KAIZEN AGRO INFRABUILD LIMITED,INE891N01017,,KAIZENAGRO,Small Cap
Shreyas Intermediates Ltd.,INE115F01017,,SHREYASI,Small Cap
Kshitij Polyline Ltd.,INE013801027,KSHITIJPOL,,Small Cap
ARC Finance Limited,INE202R01026,,ARCFIN,Small Cap
Jumbo Bag ltd.,INE699D01015,,JUMBO,Small Cap
AUSTERE SYSTEMS LIMITED,INE104201012,,AUSTERE,Small Cap
CLENON ENTERPRISES LIMITED,INE769B01028,,CLENON,Small Cap
Nanavati Ventures Limited,INE0E5R01017,,NVENTURES,Small Cap
Cranex Ltd.,INE608B01010,,CRANEX,Small Cap
EFORU ENTERTAINMENT LIMITED,INE355H01015,,EFORU,Small Cap
Lexus Granito (India) Ltd.,INE500X01013,LEXUS,,Small Cap
Safa Systems & Technologies Limited,INE0JNA01014,,SSTL,Small Cap
Shree Pacetronix Ltd,INE847D01010,,SHREEPAC,Small Cap
Dangee Dums Ltd.,INE688Y01022,DANGEE,,Small Cap
ESSEX MARINE LIMITED,INE1IBY01019,,ESSEX,Small Cap
Sacheta Metals Ltd.,INE433G01020,,SACHEMT,Small Cap
We Win Limited,INE082W01014,WEWIN,WEWIN,Small Cap
SEACOAST SHIPPING SERVICES LIMITED,INE277T01024,,SEACOAST,Small Cap
VEDAVAAG Systems Limited,INE359B01010,,VEDAVAAG,Small Cap
BIOGEN PHARMACHEM INDUSTRIES LIMITED,INE703D01023,,BIOGEN,Small Cap
Oriental Trimex Limited,INE998H01012,ORIENTALTL,ORIENTALTL,Small Cap
Warren Tea Ltd.,INE712A01012,,WARRENTEA,Small Cap
Hardcastle & Waud Mfg. Co. Ltd.,INE722D01015,,HARDCAS,Small Cap
iSERA LIFESCIENCES LIMITED,INE899M01020,,ISERA,Small Cap
RAJNISH RETAIL LIMITED,INE786J01033,,RRETAIL,Small Cap
SHEKHAWATI INDUSTRIES LIMITED,INE268L01046,,SHEKHAWATI,Small Cap
Mantra Capital Limited,INE304E01010,,MANTRA,Small Cap
Shekhawati Industries Ltd.,INE268L01020,SHEKHAWATI,,Small Cap
SARUP INDUSTRIES LIMITED,INE305D01019,,SARUPINDUS,Small Cap
Fortune International Ltd.,INE501D01013,,FORINTL,Small Cap
Mystic Electronics Limited,INE159O01033,,MYSTICELE,Small Cap
Acrow (India) Ltd.,INE950D01012,,ACROW,Small Cap
SSMD AGROTECH INDIA LIMITED,INE1U2R01013,,SSMD,Small Cap
TOYAM SPORTS LIMITED,INE457P01020,,TOYAMSL,Small Cap
Superior Industrial Enterprises Limited,INE843L01012,,SIEL,Small Cap
Minal Industries Limited,INE097E01028,,MINALIND,Small Cap
Yuranus Infrastructure Ltd,INE156M01017,,YURANUS,Small Cap
Ravi Kumar Distilleries Limited,INE722J01012,RKDL,RKDL,Small Cap
GDL Leasing & Finance ltd.,INE545E01018,,GDLLEAS,Small Cap
Parsoli Corporation Ltd.,INE905D01016,,PARSOLI,Small Cap
Sam Industries Ltd.,INE653D01012,,SAMINDUS,Small Cap
Golden Tobacco Ltd.,INE973A01010,GOLDENTOBC,GOLDENTOBC,Small Cap
California Software Co. Ltd.,INE526B01014,CALSOFT,CALSOFT,Small Cap
Cybele  Industries Limited,INE183D01010,,CYBELEIND,Small Cap
Palred Technologies Limited,INE218G01033,PALREDTEC,PALREDTEC,Small Cap
Rajnish Wellness Limited,INE685Z01033,,RAJNISH,Small Cap
SUPHA PHARMACHEM LIMITED,INE549S01036,,SUPHA,Small Cap
Chiraharit Limited,INE12P101018,,CHIRAHARIT,Small Cap
Ravileela Granites Limited,INE427E01027,,RALEGRA,Small Cap
Netlink Solutions (India) Ltd.,INE040F01033,,NETLINK,Small Cap
TARAPUR TRANSFORMERS LIMITED,INE747K01017,TARAPUR,TARAPUR,Small Cap
CCL International Ltd,INE778E01031,,CCLINTER,Small Cap
Rolcon Engineering Co. Ltd.,INE775R01013,,ROLCOEN,Small Cap
ACCELERATEBS INDIA LIMITED,INE0POP01017,,ACCELERATE,Small Cap
Rithwik Facility Management Services Limited,INE819Y01015,,RITHWIKFMS,Small Cap
Sita Enterprises LTD.,INE579D01019,,SITAENT,Small Cap
ERA Infra Engineering Ltd,INE039E01020,,ERAINFRA,Small Cap
Dhanlaxmi Fabrics Ltd.,INE953D01016,,DHANFAB,Small Cap
Celebrity Fashions Ltd.,INE185H01016,CELEBRITY,CELEBRITY,Small Cap
Wires & Fabriks (SA) Ltd.,INE469D01013,,WIREFABR,Small Cap
REAL ECO-ENERGY LIMITED,INE055E01034,,REALECO,Small Cap
Gujarat Cotex Ltd,INE004C01028,,GUJCOTEX,Small Cap
Mac Hotels Limited,INE004Z01011,,MACH,Small Cap
Axel Polymers Ltd.,INE197C01012,,AXELPOLY,Small Cap
Blue Coast Hotels Ltd,INE472B01011,BLUECOAST,BLUECOAST,Small Cap
India Home Loan Limited,INE274E01015,,INDIAHOME,Small Cap
Lakhani India Ltd.,INE935C01015,,LAKHANI,Small Cap
Roopshri Resorts Limited,INE03WT01017,,ROOPSHRI,Small Cap
Sri Chakra Cement Limited,INE827D01020,,SRICC,Small Cap
Sai Capital Ltd.,INE531X01018,,SAICAPI,Small Cap
Modipon Ltd.,INE170C01019,,MODIPON,Small Cap
VIJI FINANCE LIMITED,INE159N01027,VIJIFIN,VIJIFIN,Small Cap
Shalimar Productions Ltd.,INE435E01020,,SHALPRO,Small Cap
Sanathnagar Enterprises Limited,INE367E01033,,SEL,Small Cap
Swashthik Plascon Limited,INE0RDR01012,,SPL,Small Cap
KANISHK ALUMINIUM INDIA LIMITED,INE163401016,,KANISHK,Small Cap
SRIGEE DLM LIMITED,INE0RJ901010,,SRIGEE,Small Cap
Welcast Steels Ltd.,INE380G01015,,ZWELCAST,Small Cap
RAMINFO LIMITED,INE357B01022,,RAMINFO,Small Cap
Swastika Castal Limited,INE0PTF01017,,SWASTIKAAL,Small Cap
Vista Pharmaceuticals Ltd.,INE427C01021,,VISTAPH,Small Cap
Jindal Hotels Ltd.,INE726D01016,,JINDHOT,Small Cap
TAKYON NETWORKS LIMITED,INE14OX01013,,TAKYON,Small Cap
DANUBE INDUSTRIES LIMITED,INE575D01041,,DANUBE,Small Cap
Shantai Industries Limited,INE408F01024,,SHANTAI,Small Cap
AMBO AGRITEC LIMITED,INE0N6V01016,,AMBOAGRI,Small Cap
PAN HR SOLUTION LIMITED,INE1N9E01015,,PANHR,Small Cap
Key Corp Ltd,INE130F01016,,KEYCORP,Small Cap
Capital Trust Ltd.,INE707C01018,CAPTRUST,CAPTRUST,Small Cap
Nova Iron & Steel Ltd.,INE608C01026,,NOVIS,Small Cap
Manjeera Constructions Limited,INE320D01018,,MANJEERA,Small Cap
Solitaire Machine Tools Ltd,INE410A01013,,SOLIMAC,Small Cap
B2B Software Technologies Ltd.,INE151B01011,,B2BSOFT,Small Cap
Deep Health AI India Limited,INE005G01026,,DEEPAI,Small Cap
MARG TECHNO PROJECTS LIMITED,INE245H01018,,MTPL,Small Cap
Icon Facilitators Limited,INE0Y0E01012,,ICON,Small Cap
Nirmitee Robotics India Limited,INE0CPQ01010,,NIRMITEE,Small Cap
Jhandewalas Foods Limited,INE841Y01019,,JFL,Small Cap
Lippi Systems Ltd.,INE845B01018,,LIPPISYS,Small Cap
Futuristic Solutions Ltd.,INE241F01011,,FUTSOL,Small Cap
Manugraph India Ltd,INE867A01022,MANUGRAPH,MANUGRAPH,Small Cap
Orient Beverages Ltd.,INE247F01018,,ORIBEVER,Small Cap
Integra Switchgear Ltd.,INE0IPL01018,,INTEGSW,Small Cap
GOGIA CAPITAL GROWTH LIMITED,INE832C01014,,GOGIACAPGL,Small Cap
Lee & Nee Softwares (Exports) Ltd.,INE791B01014,,LEENEE,Small Cap
Ind Bank Housing Ltd,INE969D01012,,INDBNK,Small Cap
Vasundhara Rasayans Ltd.,INE406F01010,,VRL,Small Cap
Mask Investments Ltd.,INE885F01015,MASKINVEST,,Small Cap
Akash infra projects ltd.,INE737W01013,AKASH,,Small Cap
GOLDLINE PHARMACEUTICAL LIMITED,INE1CLW01015,,GLPL,Small Cap
Artefact Projects Ltd,INE885B01014,,ARTEFACT,Small Cap
Sambandam Spinning Mills Ltd.,INE304D01012,,SAMBANDAM,Small Cap
N.G.Industries Ltd.,INE825C01018,,NGIND,Small Cap
Sri KPR Industries Ltd,INE009C01019,,SRIKPRIND,Small Cap
Capfin India Limited,INE960C01013,,CAPFIN,Small Cap
Continental Securities Limited,INE183Q01020,,CSL,Small Cap
Kiduja  India  Ltd,INE845A01028,,KIDUJA,Small Cap
Nam Securities Ltd.,INE792G01011,,NAM,Small Cap
Simplex Realty Limited,INE167H01014,,SIMPLXREA,Small Cap
M.M. Rubber Company Ltd.,INE159E01026,,MMRUBBR-B,Small Cap
Bodhtree Consulting Limited,INE104F01029,,BODHTREE,Small Cap
STANBIK AGRO LIMITED,INE16QA01011,,STANBIK,Small Cap
Abram Food Limited,INE0ZDY01011,,ABRFL,Small Cap
U. H. ZAVERI LIMITED,INE556Z01010,,UHZAVERI,Small Cap
Pratik Panels Ltd.,INE206C01029,,PRATIK,Small Cap
SVP GLOBAL TEXTILES LIMITED,INE308E01029,SVPGLOB,SVPGLOB,Small Cap
HELLOJI HOLIDAYS LIMITED,INE1FJE01010,,HELLOJI,Small Cap
SAMPAT ALUMINIUM LIMITED,INE10XS01012,,SAMPAT,Small Cap
Srestha Finvest Limited,INE606K01049,,SRESTHA,Small Cap
Promax Power Limited,INE0I2F01015,,PROMAX,Small Cap
Standard Surfactants Ltd.,INE307D01015,,STDSFAC,Small Cap
Austin Engineering Co. Ltd.,INE759F01012,,AUSTENG,Small Cap
GOKAK TEXTILES LTD.,INE642I01014,,GOKAKTEX,Small Cap
Rollatainters Ltd.,INE927A01040,ROLLT,ROLLT,Small Cap
Polylink Polymers (india) Ltd.,INE323D01020,,POLYLINK,Small Cap
Metal Coatings (India) Ltd.,INE161E01014,,METALCO,Small Cap
Valecha Engineering Ltd.,INE624C01015,,VALECHAENG,Small Cap
National Plastic Industries Ltd.,INE233D01013,,NATPLAS,Small Cap
PCS Technology Ltd.,INE834B01012,,PCS,Small Cap
Arex Industries Ltd.,INE480H01011,,AREXMIS,Small Cap
Central Provinces Railways Co. Ltd.,INE631B01038,,CENTPROV,Small Cap
Veerhealth Care Limited,INE882C01035,,VEERHEALTH,Small Cap
Tamilnadu Telecommunications Ltd.,INE141D01018,TNTELE,TNTELE,Small Cap
Mudunuru Limited,INE491C01027,,MUDUNURU,Small Cap
KMS Medisurgi Limited,INE870V01014,,KMSMEDI,Small Cap
KRETTO SYSCON LIMITED,INE128R01023,,KRETTOSYS,Small Cap
PANTH INFINITY LIMITED,INE945O01019,,PANTH,Small Cap
Murae Organisor Limited,INE060601031,,MURAE,Small Cap
BSEL ALGO LIMITED,INE395A01016,,BSELALGO,Small Cap
PRABHATAM INFRA VENTURE LIMITED,INE265C01025,,PRABHATAM,Small Cap
Madhusudan Securities Ltd,INE856D01011,,MADHUSE,Small Cap
HB Stockholdings Ltd.,INE550B01022,HBSL,HBSL,Small Cap
Sagardeep Alloys Ltd.,INE976T01013,SAGARDEEP,,Small Cap
RUPAREL FOOD PRODUCTS LIMITED,INE239B01014,,RFL,Small Cap
Lakshmi Finance & Industrial Corporation Ltd.,INE850E01012,LFIC,,Small Cap
Sainik Finance and Industries Ltd,INE584B01013,,SAINIK,Small Cap
H.P. Cotton Textile Mills Ltd.,INE950C01014,,HPCOTTON,Small Cap
Prime Property Development Corporation Ltd.,INE233C01023,,PRIMEPRO,Small Cap
Saven Technologies Ltd.,INE856B01023,,7TEC,Small Cap
Keerthi Industries Ltd,INE145L01012,,KEERTHI,Small Cap
ANUPAM FINSERV LIMITED,INE069B01023,,ANUPAM,Small Cap
Ambica Agarbathies & Aroma Ind. Ltd.,INE792B01012,AMBICAAGAR,AMBICAAGAR,Small Cap
AD-Manum Finance Ltd,INE556D01017,,ADMANUM,Small Cap
Mapro Industries Ltd,INE848M01019,,MAPROIN,Small Cap
Nettlinx Ltd.,INE027D01019,,NETTLINX,Small Cap
Rasi Electrodes Ltd.,INE822D01021,,RASIELEC,Small Cap
Jagan Lamps Ltd.,INE144C01014,,JAGANLAM,Small Cap
